protein.key;protein.Entry;protein.Accession;protein.Description;protein.dataBaseType;protein.score;protein.falsePositiveRate;protein.avgMass;protein.MatchedProducts;protein.matchedPeptides;protein.digestPeps;protein.seqCover(%);protein.MatchedPeptideIntenSum;protein.top3MatchedPeptideIntenSum;protein.MatchedProductIntenSum;protein.fmolOnColumn;protein.ngramOnColumn;protein.AutoCurate;protein.Key_ForHomologs
1236;K2C1_MOUSE;P04104;Keratin_ type II cytoskeletal 1 OS=Mus musculus OX=10090 GN=Krt1 PE=1 SV=4;Regular;4.293.521;0.00;661.192.737;39;3;51;3.77;62713;62713;38029;;;Green;9339 11017 11038 13831
13831;K2C74_MOUSE;Q6IFZ9;Keratin_ type II cytoskeletal 74 OS=Mus musculus OX=10090 GN=Krt74 PE=3 SV=1;Regular;2.927.108;0.00;553.740.486;16;1;51;2.42;38233;0;23306;;;Green;1236 9339 11017 11038
11038;K2C73_MOUSE;Q6NXH9;Keratin_ type II cytoskeletal 73 OS=Mus musculus OX=10090 GN=Krt73 PE=1 SV=1;Regular;2.927.108;0.00;595.388.230;16;1;53;2.23;38233;0;23306;;;Green;1236 9339 11017 13831
11017;K2C1B_MOUSE;Q6IFZ6;Keratin_ type II cytoskeletal 1b OS=Mus musculus OX=10090 GN=Krt77 PE=1 SV=1;Regular;2.927.108;0.00;614.158.812;16;1;51;2.10;38233;0;23306;;;Green;1236 9339 11038 13831
9339;K2C71_MOUSE;Q9R0H5;Keratin_ type II cytoskeletal 71 OS=Mus musculus OX=10090 GN=Krt71 PE=1 SV=1;Regular;2.927.108;0.00;578.958.400;16;1;50;2.29;38233;0;23306;;;Green;1236 11017 11038 13831
10637;H2AV_MOUSE;Q3THW5;Histone H2A.V OS=Mus musculus OX=10090 GN=H2az2 PE=1 SV=3;Regular;2.049.604;0.00;135.086.993;11;2;9;12.50;33098;0;20661;;;Green;221 222 223 224 225 226 227 228 229 1421 2021 5011 5012 5147 5878 6628 6629 6630 11810
2021;H2AX_MOUSE;P27661;Histone H2AX OS=Mus musculus OX=10090 GN=H2ax PE=1 SV=2;Regular;2.049.604;0.00;151.426.137;11;2;12;11.19;33098;0;20661;;;Green;221 222 223 224 225 226 227 228 229 1421 5011 5012 5147 5878 6628 6629 6630 10637 11810
1421;H2AZ_MOUSE;P0C0S6;Histone H2A.Z OS=Mus musculus OX=10090 GN=H2az1 PE=1 SV=2;Regular;2.049.604;0.00;135.527.525;11;2;9;12.50;33098;0;20661;;;Green;221 222 223 224 225 226 227 228 229 2021 5011 5012 5147 5878 6628 6629 6630 10637 11810
3093;ACTG_MOUSE;P63260;Actin_ cytoplasmic 2 OS=Mus musculus OX=10090 GN=Actg1 PE=1 SV=1;Regular;1.900.707;0.00;421.351.246;32;5;37;14.67;26054;0;18412;;;Green;2923 3014 3094 3108 3111
2923;ACTB_MOUSE;P60710;Actin_ cytoplasmic 1 OS=Mus musculus OX=10090 GN=Actb PE=1 SV=1;Regular;1.900.707;0.00;420.790.170;32;5;37;14.67;26054;22762;18412;;;Green;3014 3093 3094 3108 3111
5011;H2A2B_MOUSE;Q64522;Histone H2A type 2-B OS=Mus musculus OX=10090 GN=H2ac21 PE=1 SV=3;Regular;1.870.304;0.00;140.133.593;8;1;9;6.92;29809;0;18647;;;Green;221 222 223 224 225 226 227 228 229 1421 2021 5012 5147 5878 6628 6629 6630 10637 11810
12265;RN181_MOUSE;Q9CY62;E3 ubiquitin-protein ligase RNF181 OS=Mus musculus OX=10090 GN=Rnf181 PE=1 SV=1;Regular;1.198.228;0.00;194.998.487;7;1;15;4.85;27197;81591;5508;;;Green;
6627;H2B1P_MOUSE;Q8CGP2;Histone H2B type 1-P OS=Mus musculus OX=10090 GN=Hist1h2bp PE=1 SV=3;Regular;1.016.861;0.00;139.922.965;10;2;15;15.87;10629;0;4950;;;Yellow;1489 1490 3262 4998 4999 5013 5014 5448 6625 6626 8300
6626;H2B1K_MOUSE;Q8CGP1;Histone H2B type 1-K OS=Mus musculus OX=10090 GN=H2bc12 PE=1 SV=3;Regular;1.016.861;0.00;139.201.895;10;2;15;15.87;10629;0;4950;;;Yellow;1489 1490 3262 4998 4999 5013 5014 5448 6625 6627 8300
5448;H2B1C_MOUSE;Q6ZWY9;Histone H2B type 1-C/E/G OS=Mus musculus OX=10090 GN=H2bc4 PE=1 SV=3;Regular;1.016.861;0.00;139.061.627;10;2;15;15.87;10629;0;4950;;;Yellow;1489 1490 3262 4998 4999 5013 5014 6625 6626 6627 8300
5014;H2B2B_MOUSE;Q64525;Histone H2B type 2-B OS=Mus musculus OX=10090 GN=Hist2h2bb PE=1 SV=3;Regular;1.016.861;0.00;139.201.896;10;2;15;15.87;10629;0;4950;;;Yellow;1489 1490 3262 4998 4999 5013 5448 6625 6626 6627 8300
4999;H2B1H_MOUSE;Q64478;Histone H2B type 1-H OS=Mus musculus OX=10090 GN=H2bc9 PE=1 SV=3;Regular;1.016.861;0.00;139.201.896;10;2;15;15.87;10629;0;4950;;;Yellow;1489 1490 3262 4998 5013 5014 5448 6625 6626 6627 8300
4998;H2B1B_MOUSE;Q64475;Histone H2B type 1-B OS=Mus musculus OX=10090 GN=H2bc3 PE=1 SV=3;Regular;1.016.861;0.00;139.521.883;10;2;15;15.87;10629;0;4950;;;Yellow;1489 1490 3262 4999 5013 5014 5448 6625 6626 6627 8300
1490;H2B1M_MOUSE;P10854;Histone H2B type 1-M OS=Mus musculus OX=10090 GN=H2bc14 PE=1 SV=2;Regular;1.016.861;0.00;139.361.890;10;2;15;15.87;10629;0;4950;;;Yellow;1489 3262 4998 4999 5013 5014 5448 6625 6626 6627 8300
1489;H2B1F_MOUSE;P10853;Histone H2B type 1-F/J/L OS=Mus musculus OX=10090 GN=H2bc7 PE=1 SV=2;Regular;1.016.861;0.00;139.361.889;10;2;15;15.87;10629;15943.5;4950;;;Yellow;1490 3262 4998 4999 5013 5014 5448 6625 6626 6627 8300
1207;K1C10_MOUSE;P02535;Keratin_ type I cytoskeletal 10 OS=Mus musculus OX=10090 GN=Krt10 PE=1 SV=3;Regular;842.560;0.00;579.410.077;23;4;40;7.19;13298;11106;17206;;;Green;
3311;H33_MOUSE;P84244;Histone H3.3 OS=Mus musculus OX=10090 GN=H3-3a PE=1 SV=2;Regular;900.208;0.00;153.849.580;8;1;14;6.62;9748;0;10286;;;Green;1201 3119 3310
3310;H32_MOUSE;P84228;Histone H3.2 OS=Mus musculus OX=10090 GN=H3c2 PE=1 SV=2;Regular;900.208;0.00;154.450.777;8;1;14;6.62;9748;0;10286;;;Green;1201 3119 3311
3119;H31_MOUSE;P68433;Histone H3.1 OS=Mus musculus OX=10090 GN=H3c1 PE=1 SV=2;Regular;900.208;0.00;155.181.658;8;1;14;6.62;9748;0;10286;;;Green;1201 3310 3311
1201;H3C_MOUSE;P02301;Histone H3.3C OS=Mus musculus OX=10090 GN=H3-5 PE=3 SV=3;Regular;900.208;0.00;153.719.562;8;1;14;6.62;9748;29244;10286;;;Green;3119 3310 3311
3111;ACTS_MOUSE;P68134;Actin_ alpha skeletal muscle OS=Mus musculus OX=10090 GN=Acta1 PE=1 SV=1;Regular;781.615;0.00;423.933.153;19;3;37;8.49;17784;0;13638;;;Green;2923 3014 3093 3094 3108
3108;ACTC_MOUSE;P68033;Actin_ alpha cardiac muscle 1 OS=Mus musculus OX=10090 GN=Actc1 PE=1 SV=1;Regular;781.615;0.00;423.612.493;19;3;37;8.49;17784;0;13638;;;Green;2923 3014 3093 3094 3111
3094;ACTH_MOUSE;P63268;Actin_ gamma-enteric smooth muscle OS=Mus musculus OX=10090 GN=Actg2 PE=1 SV=1;Regular;632.199;0.00;422.761.803;13;2;36;5.59;15778;0;9883;;;Green;2923 3014 3093 3108 3111
3014;ACTA_MOUSE;P62737;Actin_ aortic smooth muscle OS=Mus musculus OX=10090 GN=Acta2 PE=1 SV=1;Regular;632.199;0.00;424.082.561;13;2;37;5.57;15778;0;9883;;;Green;2923 3093 3094 3108 3111
8300;H2B3A_MOUSE;Q9D2U9;H2B.U histone 2 OS=Mus musculus OX=10090 GN=H2bu2 PE=1 SV=3;Regular;589.537;0.00;139.942.287;4;1;15;8.73;4561;0;1717;;;Yellow;1489 1490 3262 4998 4999 5013 5014 5448 6625 6626 6627
6625;H2B3B_MOUSE;Q8CGP0;Histone H2B type 3-B OS=Mus musculus OX=10090 GN=H2bc26 PE=1 SV=3;Regular;589.537;0.00;139.081.352;4;1;15;8.73;4561;0;1717;;;Yellow;1489 1490 3262 4998 4999 5013 5014 5448 6626 6627 8300
5013;H2B2E_MOUSE;Q64524;Histone H2B type 2-E OS=Mus musculus OX=10090 GN=H2bc21 PE=1 SV=3;Regular;589.537;0.00;139.932.843;4;1;15;8.73;4561;0;1717;;;Yellow;1489 1490 3262 4998 4999 5014 5448 6625 6626 6627 8300
3262;H2B1A_MOUSE;P70696;Histone H2B type 1-A OS=Mus musculus OX=10090 GN=H2bc1 PE=1 SV=3;Regular;589.537;0.00;142.936.761;4;1;16;8.66;4561;0;1717;;;Yellow;1489 1490 4998 4999 5013 5014 5448 6625 6626 6627 8300
6022;HOOK1_MOUSE;Q8BIL5;Protein Hook homolog 1 OS=Mus musculus OX=10090 GN=Hook1 PE=1 SV=2;Regular;566.876;0.00;850.091.644;11;2;78;1.24;4577;10971;9200;;;Green;
12545;XPO2_MOUSE;Q9ERK4;Exportin-2 OS=Mus musculus OX=10090 GN=Cse1l PE=1 SV=1;Regular;565.491;0.00;1.112.531.693;11;3;75;0.82;26645;69111;18302;;;Green;
30079;REVERSE12289;REVERSE12289;Reversed Sequence 12289;Reverse;540.832;1.89;235.194.803;10;2;29;10.29;21502;60699;12361;;;Red;
21010;REVERSE3220;REVERSE3220;Reversed Sequence 3220;Reverse;411.308;3.70;409.337.112;5;1;24;8.08;944;2832;557;;;Red;
